









Frequency of observations in the selected location(s).:
Number of taxa: 	854

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Siberian Accentor	4.7E-5	0.0014787	5.141E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	7.04E-5	8.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.68E-5	0.0	
House Sparrow	0.1621945	0.1585237	0.1654188	0.161775	0.1664753	0.1640179	0.166388	0.1752571	0.1726387	0.1637244	0.1548235	0.1504871	0.1512719	0.1499386	0.1479826	0.1472786	0.1476482	0.1429382	0.1436756	0.1405029	0.1331475	0.1324692	0.131094	0.1304268	0.1379455	0.1461479	0.1492365	0.1457117	0.1392245	0.1305945	0.1195041	0.1092466	0.1022969	0.1039735	0.107556	0.1178487	0.129976	0.1292319	0.1372156	0.1373811	0.1420737	0.1388365	0.1495906	0.1574408	0.1636817	0.1660982	0.1850327	0.1693959	
Eurasian Tree Sparrow	2.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Yellow Wagtail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21E-4	0.0	2.76E-5	0.0	0.0	2.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Citrine Wagtail	4.7E-5	0.0	0.0	0.0	0.0	0.0	3.98E-5	3.24E-5	2.93E-5	2.105E-4	1.294E-4	1.76E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.641E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	6.009E-4	2.121E-4	8.45E-5	1.727E-4	1.103E-4	1.552E-4	
White Wagtail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85E-5	0.0015	0.0	0.0	0.0	0.0	0.0	1.55E-5	3.79E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021716	6.839E-4	8.813E-4	3.032E-4	5.95E-4	4.15E-4	6.933E-4	7.198E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
wagtail sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Olive-backed Pipit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.34E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tree/Olive-backed Pipit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-throated Pipit	1.174E-4	6.04E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.327E-4	7.09E-5	8.13E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93E-5	2.97E-5	1.958E-4	1.213E-4	4.165E-4	2.075E-4	1.238E-4	1.371E-4	3.25E-5	0.0015	0.0	1.267E-4	3.454E-4	2.205E-4	1.293E-4	
Siberian Pipit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97E-5	0.0	2.48E-5	0.0	0.0	0.0	0.0	0.0	0.0	3.68E-5	0.0	
American Pipit	0.0036622	0.0028669	0.0035667	0.0020033	0.0015092	0.0019125	0.0016718	0.0019787	0.0016673	0.0010526	0.0011386	0.0010745	0.0029804	0.0151681	0.0365708	0.0483057	0.0462586	0.0317424	0.0182845	0.0076816	0.002632	0.0022293	0.0020072	0.0033631	0.0048893	0.0049425	0.005664	0.0063184	0.0048206	0.0044818	0.006199	0.0184314	0.0677751	0.109696	0.1288769	0.1086196	0.0865294	0.0645564	0.0443322	0.03021	0.0156641	0.0111797	0.0083753	0.0059031	0.0049421	0.0037131	0.0050357	0.0042685	
Siberian/American Pipit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sprague's Pipit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
pipit sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brambling	0.0015964	0.0014485	0.0012532	4.659E-4	2.297E-4	3.502E-4	1.592E-4	9.73E-5	1.755E-4	2.105E-4	7.76E-5	3.52E-5	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	3.46E-5	2.48E-5	6.86E-5	9.75E-5	0.0015	1.767E-4	2.534E-4	6.908E-4	1.838E-4	2.07E-4	
Evening Grosbeak	0.0145785	0.0123125	0.0122747	0.011973	0.0116802	0.0135761	0.0144893	0.0127153	0.0130751	0.0139545	0.0160439	0.0151667	0.0157233	0.0193901	0.0185267	0.0240518	0.0321535	0.0416674	0.0564585	0.0603513	0.0458939	0.0330254	0.0265283	0.0266601	0.0251784	0.0221064	0.0225623	0.0260721	0.0306107	0.0361656	0.0351073	0.0330857	0.027463	0.0245921	0.0240566	0.0253617	0.0293788	0.0226989	0.0197109	0.0184727	0.018132	0.0162171	0.0145347	0.0149876	0.0150798	0.0133414	0.0147394	0.0152632	
Pine Grosbeak	0.0245557	0.0222712	0.023264	0.0215001	0.0188983	0.0207413	0.0209378	0.0165104	0.0131629	0.0108869	0.0079961	0.0056721	0.0035201	0.0025243	0.0019723	0.0013984	0.0015167	0.0017369	0.0017675	0.0022034	0.0030301	0.0031715	0.0051751	0.0052179	0.0050723	0.0056614	0.0053198	0.0047445	0.0040975	0.0032991	0.0032356	0.0025181	0.0023713	0.0020836	0.0027952	0.002497	0.0026984	0.0034509	0.0035272	0.0079487	0.0094259	0.0096198	0.0133328	0.0146341	0.0186703	0.0195156	0.0203264	0.0255336	
Eurasian Bullfinch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.64E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray-crowned Rosy-Finch	0.0012677	0.0011769	7.391E-4	0.0014908	0.0011811	0.0010505	6.568E-4	6.812E-4	6.435E-4	7.218E-4	8.798E-4	0.0011802	0.0017835	0.0018318	0.0015736	8.235E-4	5.308E-4	3.722E-4	9.752E-4	2.867E-4	3.096E-4	5.056E-4	7.013E-4	0.0013249	0.0024577	0.0029056	0.0026599	0.0028285	0.0018077	0.0015251	7.862E-4	8.669E-4	7.996E-4	5.869E-4	5.353E-4	7.834E-4	0.0011521	0.002023	0.001729	0.0022286	0.0021594	0.0031524	9.014E-4	7.777E-4	0.0012672	7.34E-4	7.719E-4	8.278E-4	
House Finch	0.2315187	0.2308899	0.2335722	0.2272071	0.2347846	0.2325719	0.2407452	0.2498946	0.2537222	0.2458573	0.2523548	0.2526907	0.2589646	0.2529208	0.2514005	0.2539115	0.2496445	0.2403275	0.2369672	0.2292264	0.2193175	0.2080575	0.2046092	0.2053728	0.2109446	0.2203451	0.2271248	0.2407391	0.2427164	0.2441332	0.2339583	0.2407018	0.2311468	0.2284599	0.2354813	0.2521726	0.2755056	0.2761944	0.2686562	0.2630002	0.2668038	0.2599935	0.2780365	0.2710498	0.269494	0.2745132	0.2917739	0.266201	
Purple Finch	0.0523276	0.0522377	0.0481347	0.0457489	0.0424555	0.0413479	0.0390096	0.0385027	0.0437301	0.0512466	0.0667115	0.0853811	0.1021309	0.1157377	0.135079	0.1431923	0.1507953	0.1384542	0.127118	0.1212007	0.1159401	0.1080392	0.1056055	0.099894	0.0940727	0.0884555	0.0736951	0.0719662	0.0687234	0.0652039	0.0635924	0.0658204	0.0754681	0.0726318	0.0784145	0.0772357	0.0798593	0.0690784	0.059029	0.0502922	0.046341	0.0485213	0.0525426	0.0546836	0.0558841	0.0509477	0.0616041	0.0544561	
House/Purple Finch	2.348E-4	4.225E-4	2.892E-4	3.96E-4	1.64E-4	8.62E-4	0.0016917	2.919E-4	4.095E-4	2.406E-4	6.211E-4	3.347E-4	4.224E-4	3.798E-4	2.518E-4	3.107E-4	2.654E-4	2.836E-4	2.438E-4	2.867E-4	3.539E-4	3.447E-4	6.287E-4	5.299E-4	2.876E-4	4.194E-4	4.694E-4	7.755E-4	8.737E-4	4.669E-4	5.443E-4	4.954E-4	4.136E-4	3.815E-4	3.568E-4	5.63E-4	4.245E-4	4.462E-4	2.766E-4	5.448E-4	2.399E-4	3.575E-4	3.38E-4	6.363E-4	2.957E-4	3.886E-4	1.838E-4	5.691E-4	
Cassin's Finch	0.0038266	0.0035308	0.0028919	0.0028884	0.0026904	0.0023435	0.0026869	0.0026923	0.0039781	0.0049923	0.0078408	0.0095827	0.0101145	0.0131129	0.0165754	0.0243781	0.0291391	0.0301118	0.0373207	0.0336996	0.0283989	0.0249586	0.0253434	0.0239697	0.0203415	0.0183621	0.016554	0.0126141	0.0116899	0.0118581	0.0091321	0.006935	0.005818	0.0065148	0.006542	0.0066097	0.005427	0.0031534	0.0022823	0.0018819	0.0020223	0.0023724	0.0015774	0.0025451	0.0016051	0.0024179	0.0024627	0.0047342	
Purple/Cassin's Finch	0.0	0.0	0.0	0.0015	0.0	2.69E-5	9.95E-5	3.24E-5	0.0	3.01E-5	2.59E-5	7.05E-5	2.35E-5	0.0	0.0015	4.66E-5	7.58E-5	1.418E-4	4.06E-5	6.04E-5	6.64E-5	4.6E-5	2.42E-5	1.223E-4	2.61E-5	3.0E-5	9.39E-5	2.28E-5	6.03E-5	3.11E-5	3.02E-5	4.13E-5	2.76E-5	5.87E-5	0.0	0.0	3.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	3.53E-5	8.45E-5	0.0	3.68E-5	2.59E-5	
Haemorhous sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Oriental Greenfinch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Redpoll	0.0258938	0.0265866	0.02712	0.0307943	0.0305784	0.0351794	0.0379548	0.0336047	0.0303624	0.0284202	0.027611	0.0220719	0.0154886	0.013314	0.0077841	0.003123	8.91E-4	4.431E-4	3.86E-4	2.415E-4	8.405E-4	6.895E-4	0.0010882	0.0010395	0.0017256	9.585E-4	7.823E-4	2.737E-4	3.013E-4	9.34E-5	2.117E-4	1.651E-4	5.51E-5	5.87E-5	0.0015	2.938E-4	6.973E-4	0.0016362	0.0033197	0.0099544	0.0134362	0.0148196	0.0157365	0.0171085	0.0212047	0.021329	0.0213188	0.0234122	
Red Crossbill	0.0286405	0.0319884	0.0354744	0.0371535	0.0315955	0.0335093	0.0276451	0.0366862	0.0412437	0.0426153	0.0424387	0.0456587	0.0442833	0.0405004	0.0454669	0.0457886	0.0472823	0.0462046	0.0467474	0.0531979	0.0539889	0.0539621	0.0554991	0.0599038	0.0639789	0.0722202	0.0767931	0.0846487	0.0841794	0.0923436	0.0848503	0.0812797	0.0727383	0.065442	0.0565583	0.0515557	0.0441136	0.0408163	0.0344768	0.030309	0.0291003	0.0279493	0.0268535	0.0277483	0.0283856	0.0332887	0.0352128	0.0387531	
White-winged Crossbill	0.0047186	0.0048586	0.0061695	0.0063126	0.0057745	0.0046062	0.0043786	0.0045736	0.0054407	0.005684	0.0075303	0.0059716	0.0041303	0.0026136	0.0027486	0.0023461	0.0029386	0.0021091	0.0025598	0.0033503	0.0046004	0.0061133	0.0069162	0.0060332	0.0063534	0.0056015	0.0082301	0.0077783	0.0080745	0.010333	0.0077109	0.0073891	0.006783	0.0041378	0.0038657	0.0033293	0.0029409	0.0024692	0.0020403	0.0039867	0.0048329	0.0067923	0.0040186	0.0042064	0.0042663	0.005397	0.0049989	0.0068814	
crossbill sp.	7.04E-5	9.05E-5	9.64E-5	1.165E-4	9.84E-5	0.0	1.393E-4	1.297E-4	5.85E-5	6.01E-5	1.035E-4	8.279E-4	7.04E-5	2.23E-5	1.049E-4	3.11E-5	5.69E-5	5.32E-5	2.03E-5	3.02E-5	4.42E-5	6.89E-5	2.42E-5	8.15E-5	0.0015	1.198E-4	2.191E-4	2.28E-5	9.04E-5	0.0015	6.05E-5	1.032E-4	1.93E-4	8.8E-5	5.95E-5	7.34E-5	3.03E-5	2.97E-5	1.729E-4	9.9E-5	6.86E-5	9.75E-5	2.253E-4	7.07E-5	8.45E-5	1.295E-4	3.308E-4	5.17E-5	
European Goldfinch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pine Siskin	0.1332019	0.1351058	0.1307156	0.1296063	0.1330096	0.1558291	0.1408526	0.1658503	0.1816772	0.185408	0.2043008	0.2279061	0.2390172	0.2410142	0.2579048	0.2588369	0.2585739	0.2452014	0.2280687	0.2256648	0.218101	0.2057134	0.2015138	0.2106518	0.2065783	0.2091121	0.2094755	0.2059078	0.2046338	0.2004046	0.1777744	0.1610114	0.142416	0.1241049	0.1239406	0.1154496	0.1186672	0.1121556	0.1147728	0.1109845	0.1138989	0.1148196	0.1229625	0.1402969	0.1375771	0.1482233	0.1633096	0.1578062	
Lesser Goldfinch	9.625E-4	9.355E-4	6.105E-4	0.0011647	4.265E-4	3.771E-4	3.383E-4	4.217E-4	3.51E-4	6.015E-4	2.07E-4	6.694E-4	9.39E-5	8.94E-5	1.259E-4	2.02E-4	2.844E-4	3.54E-5	2.641E-4	6.04E-5	5.751E-4	2.758E-4	1.935E-4	3.465E-4	2.876E-4	1.198E-4	2.503E-4	1.369E-4	3.013E-4	0.0015	6.05E-5	1.238E-4	2.76E-5	1.467E-4	5.95E-5	2.45E-5	3.03E-5	0.0015	0.0	0.0	0.0	0.0	3.76E-5	4.242E-4	2.957E-4	4.749E-4	4.778E-4	0.0018109	
American Goldfinch	0.0720004	0.0695295	0.0703384	0.0664337	0.063027	0.0599612	0.0630324	0.0649064	0.067628	0.0693212	0.0782269	0.0938188	0.1134422	0.1385681	0.1743354	0.2209257	0.2551046	0.2512451	0.2498883	0.2368477	0.2242054	0.2129298	0.2101228	0.2093066	0.2162523	0.228283	0.2279071	0.2373403	0.2337079	0.2308434	0.2124887	0.2172755	0.2005404	0.1706186	0.1647982	0.1529291	0.1593851	0.1503838	0.128605	0.1026149	0.093539	0.0910302	0.0975738	0.0990809	0.097153	0.0938215	0.0965963	0.0864571	
Pine Siskin x American Goldfinch (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59E-5	
new world goldfinch sp.	0.0	0.0	0.0	0.0	3.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spinus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	0.0	0.0	0.0	4.22E-5	0.0	0.0	0.0	
Acanthis/Spinus sp.	0.0	0.0	0.0	0.0	0.0	0.0	1.99E-5	0.0	0.0	0.0	0.0	1.057E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51E-5	0.0	0.0	0.0	0.0	0.0	3.0E-5	3.13E-5	2.28E-5	3.01E-5	0.0	3.02E-5	2.06E-5	8.27E-5	0.0	0.0	2.45E-5	3.03E-5	2.97E-5	0.0	4.95E-5	6.86E-5	0.0015	0.0015	0.0	0.0	4.32E-5	0.0	2.59E-5	
finch sp.	9.39E-4	9.657E-4	0.0016388	0.001351	8.859E-4	0.0010775	0.0010947	6.812E-4	7.898E-4	5.714E-4	7.504E-4	0.0017968	5.163E-4	7.372E-4	4.196E-4	7.769E-4	5.877E-4	7.975E-4	6.501E-4	5.735E-4	6.193E-4	5.516E-4	6.529E-4	7.541E-4	9.413E-4	8.387E-4	7.197E-4	9.124E-4	0.001175	0.0011516	0.0010281	0.0012797	0.0012684	0.0013793	0.0013976	0.0011261	0.0011218	0.0010412	0.001072	0.00104	0.0010968	0.0012675	0.0012769	0.0018381	0.0013939	0.0012953	0.0014703	0.0015522	
Lapland Longspur	2.817E-4	1.811E-4	9.64E-5	9.32E-5	2.625E-4	1.077E-4	9.95E-5	4.866E-4	2.34E-4	6.015E-4	6.987E-4	8.631E-4	6.571E-4	0.0019882	0.0021191	0.0024394	0.0024836	0.0015242	6.907E-4	2.716E-4	4.42E-5	4.6E-5	4.84E-5	1.427E-4	2.61E-5	5.99E-5	9.39E-5	4.56E-5	9.04E-5	0.0015	1.814E-4	0.0013416	0.0059558	0.0108581	0.013976	0.0124605	0.0155231	0.0197537	0.0136939	0.0086173	0.0045587	0.0022424	5.634E-4	2.474E-4	4.646E-4	2.159E-4	3.308E-4	4.139E-4	
Chestnut-collared Longspur	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48E-5	0.0015	0.0	0.0015	8.85E-5	4.6E-5	2.42E-5	0.0	0.0	8.99E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.486E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Smith's Longspur	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	6.89E-5	7.25E-5	2.04E-5	2.61E-5	0.0015	3.13E-5	2.28E-5	0.0	0.0	6.05E-5	4.13E-5	1.103E-4	0.0015	2.676E-4	0.0	6.06E-5	6.545E-4	0.0	3.219E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Thick-billed Longspur	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.082E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
longspur sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11E-5	1.9E-5	0.0015	2.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.34E-5	0.0	5.95E-5	3.46E-5	7.43E-5	0.0	0.0	3.76E-5	0.0	0.0	0.0	0.0	0.0	
Snow Bunting	0.0041317	0.0028367	0.0028277	0.0021663	0.0026248	0.0024243	0.00205	0.0026598	0.0033346	0.00406	0.0041662	0.003752	0.002511	0.0016754	0.001133	4.817E-4	2.085E-4	1.772E-4	1.219E-4	1.51E-5	8.85E-5	9.19E-5	0.0	6.11E-5	1.307E-4	1.198E-4	3.13E-5	1.141E-4	9.04E-5	0.0	0.0015	2.06E-5	0.0	1.174E-4	8.92E-5	2.45E-5	3.941E-4	0.002737	0.0055329	0.0145355	0.0147044	0.0138122	0.0071734	0.0043125	0.0028301	0.0024179	0.0022054	0.0030009	
McKay's Bunting	7.04E-5	6.04E-5	0.0015	0.0	0.0	0.0	0.0	3.24E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53E-5	4.22E-5	1.295E-4	7.35E-5	2.846E-4	
Snow/McKay's Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Pine Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pallas's Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pallas's/Reed Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rustic Bunting	0.0015	0.0015	0.0015	2.33E-5	0.0	5.39E-5	0.0	0.0	0.0	0.0	0.0	0.0	2.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95E-5	0.0	0.0	0.0	0.0015	8.45E-5	4.32E-5	3.68E-5	2.59E-5	
Grasshopper Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.21E-5	1.327E-4	1.418E-4	0.0013002	0.0010111	7.741E-4	5.975E-4	4.837E-4	6.319E-4	7.059E-4	6.59E-4	3.129E-4	3.422E-4	1.205E-4	1.245E-4	6.05E-5	2.06E-5	2.76E-5	0.0	0.0	0.0	3.03E-5	0.0	0.0	0.0	0.0	9.75E-5	0.0015	1.06E-4	7.603E-4	2.159E-4	0.0	0.0	
Chipping Sparrow	2.35E-5	9.05E-5	1.285E-4	6.99E-5	1.312E-4	0.0	1.99E-5	3.24E-5	8.78E-5	6.01E-5	2.59E-5	5.285E-4	0.0045058	0.02149	0.0453411	0.0741909	0.1060345	0.1446219	0.1924749	0.211207	0.208701	0.197164	0.1914539	0.1922465	0.1666013	0.1409957	0.1132182	0.1007755	0.0826128	0.0762838	0.0574539	0.0442518	0.0312129	0.0220096	0.0133218	0.007442	0.0033047	0.0016362	0.0011066	6.686E-4	1.028E-4	1.625E-4	7.511E-4	1.414E-4	2.112E-4	0.0	2.573E-4	1.293E-4	
