Com_Name,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,annual_mean,annual_max,n_months_present,rarity,present_m1,present_m2,present_m3,present_m4,present_m5,present_m6,present_m7,present_m8,present_m9,present_m10,present_m11,present_m12
Greater White-fronted Goose,0.0070427,0.0073935,0.0073905,0.0077568,0.0060041,0.0064648,0.004518,0.006163,0.0054114,0.0055337,0.0053566,0.0052493,0.0067352,0.0082207,0.0184008,0.0217989,0.0190532,0.0113961,0.0060745,0.0024599,0.0016146,8.274e-4,4.837e-4,5.299e-4,8.367e-4,8.986e-4,2.816e-4,1.597e-4,4.218e-4,5.291e-4,0.0011491,0.003096,0.0069209,0.0076887,0.0120729,0.0331954,0.0320468,0.0296305,0.0271457,0.0218403,0.0160754,0.0142996,0.011793,0.0090138,0.0085748,0.0081171,0.0072778,0.0058983,NA,0.007395875,0.005787475,0.00538775,0.0137889,0.009745924999999999,8.639e-4,5.4415e-4,0.001299,0.014969475,0.027665824999999998,0.01279545,0.0074670000000000005,0.00897589375,0.027665824999999998,10,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Taiga/Tundra Bean-Goose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,3.75e-4,0,3.125e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pink-footed Goose,0,0,6.43e-5,0.0011181,2.297e-4,5.926e-4,0,0,2.93e-5,2.707e-4,7.76e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2.956e-4,2.05575e-4,9.44e-5,0,0,0,0,0,0,0,0,0,4.963125e-5,2.956e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domestic goose sp. (Domestic type),5.165e-4,4.225e-4,3.213e-4,3.028e-4,4.593e-4,3.771e-4,2.587e-4,2.271e-4,3.51e-4,1.203e-4,3.364e-4,2.114e-4,1.643e-4,1.787e-4,1.679e-4,7.77e-5,1.896e-4,2.836e-4,6.09e-5,1.66e-4,1.991e-4,1.379e-4,2.176e-4,2.242e-4,3.922e-4,2.696e-4,2.503e-4,4.562e-4,3.917e-4,4.046e-4,6.955e-4,5.573e-4,3.033e-4,5.869e-4,4.46e-4,3.672e-4,5.457e-4,5.355e-4,5.879e-4,5.2e-4,3.428e-4,7.8e-4,1.127e-4,3.535e-4,4.224e-4,5.181e-4,3.308e-4,3.622e-4,NA,3.90775e-4,3.3055e-4,2.54775e-4,1.4715e-4,1.75025e-4,1.947e-4,3.42075e-4,5.12275e-4,4.2584999999999997e-4,5.47275e-4,3.9725e-4,4.08375e-4,3.438395833333333e-4,5.47275e-4,0,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Anser sp.,0,0,0,0,0,0,0,0,0,0,2.59e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.475e-6,0,0,0,0,0,0,0,0,0,5.395833333333333e-7,6.475e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brant,0.0151654,0.0169901,0.0146204,0.0157932,0.0142393,0.0163506,0.0124791,0.0167699,0.0210314,0.0232775,0.0237812,0.0192182,0.0179292,0.0173126,0.015127699999999999,0.012896,0.0101048,0.0068412,0.002702,0.0016752,0.0011059,0.0010572,9.915e-4,9.58e-4,6.014e-4,3.295e-4,8.136e-4,7.071e-4,4.821e-4,4.98e-4,5.745e-4,5.986e-4,4.412e-4,5.282e-4,6.542e-4,4.896e-4,8.792e-4,0.0013982,0.0019711,0.0048039,0.0069923,0.0104322,0.00984,0.0099682,0.0087015,0.0076422,0.0105124,0.0117708,NA,0.015642275,0.014959725,0.021827075,0.015816375,0.0053308,0.00102815,6.129e-4,5.383e-4,5.283e-4,0.0022631,0.009308175,0.009656725,0.008125991666666667,0.021827075,9,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Barnacle Goose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,3.75e-4,0,3.125e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cackling Goose,0.0268798,0.0230558,0.0205006,0.0228512,0.0181764,0.0148422,0.0133548,0.0175484,0.0164975,0.015789,0.0148794,0.016664000000000002,0.0137755,0.0141405,0.0229748,0.0207579,0.0123799,0.0066462,0.004754,0.003788,9.511e-4,5.056e-4,3.627e-4,3.465e-4,1.569e-4,2.396e-4,3.442e-4,4.79e-4,3.314e-4,7.158e-4,6.35e-4,6.811e-4,6.342e-4,0.0026998,0.0128461,0.0391442,0.0472971,0.0587255,0.0648731,0.074683,0.0663239,0.0592785,0.0513408,0.0413927,0.0365802,0.0327274,0.0304712,0.0257923,NA,0.023321849999999998,0.01598045,0.015957475,0.017912175,0.0068920249999999995,5.41475e-4,3.04925e-4,5.90825e-4,0.013831074999999998,0.061394675,0.054583975,0.031392775,0.020225308333333334,0.061394675,9,Common,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Greater White-fronted x Cackling Goose (hybrid),0,0,0,0,3.28e-5,5.39e-5,1.99e-5,0,0,2.105e-4,0,1.057e-4,2.35e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2.665e-5,7.905e-5,5.875e-6,0,0,0,0,0,0,0,0,9.297916666666666e-6,7.905e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Canada Goose,0.2062587,0.2082265,0.2114971,0.2258328,0.2365563,0.2349962,0.2284452,0.2942035,0.3189516,0.346576,0.373952,0.391816,0.3933399,0.394527,0.4008938,0.3824366,0.3710922,0.3674211,0.3361505,0.3209381,0.2489549,0.1982442,0.1629425,0.1444906,0.1529532,0.1716691,0.2030918,0.2408303,0.2640174,0.2719265,0.2641669,0.2650155,0.271128,0.2740932,0.2748818,0.2961884,0.2962435,0.2961266,0.2980497,0.2947207,0.2731105,0.2628534,0.2514084,0.2309297,0.2225226,0.2166573,0.2144747,0.2026646,NA,0.212953775,0.2485503,0.3578239,0.39279932500000003,0.348900475,0.18865805,0.1921361,0.266281575,0.27907285,0.296285125,0.2545755,0.2140798,0.27100973125,0.39279932500000003,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Swan x Canada Goose (hybrid),0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,1.77e-5,0,0,0,0,0,0,0,0,0,0,0,3.11e-5,3.02e-5,8.26e-5,1.103e-4,8.8e-5,2.97e-5,4.9e-5,6.06e-5,0,0,0.0015,0,0,0,0,4.22e-5,0,0.0015,2.59e-5,NA,0,0,3.75e-4,0,4.425e-6,0,0,3.5975e-5,6.925e-5,3.9015e-4,0,3.92025e-4,1.0556875e-4,3.92025e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Greater White-fronted x Canada Goose (hybrid),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-5,2.42e-5,8.15e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3.7925e-5,0,0,0,0,0,0,3.1604166666666665e-6,3.7925e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Graylag x Canada Goose (hybrid),0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11e-5,3.02e-5,2.06e-5,0,0,0,7.34e-5,0,0,0,0,0,0,0,0,0,0.0015,0,0,NA,3.75e-4,0,0,0,0,0,0,2.0475e-5,1.835e-5,0,0,3.75e-4,6.573541666666667e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domestic goose sp. x Canada Goose (hybrid),2.348e-4,2.414e-4,9.64e-5,2.329e-4,1.312e-4,1.886e-4,2.985e-4,2.595e-4,3.51e-4,1.804e-4,2.588e-4,1.938e-4,1.408e-4,1.34e-4,1.259e-4,7.77e-5,5.69e-5,8.86e-5,1.219e-4,6.04e-5,1.106e-4,9.19e-5,1.209e-4,2.04e-5,7.84e-5,1.198e-4,1.565e-4,3.422e-4,2.712e-4,2.801e-4,5.141e-4,3.715e-4,3.86e-4,4.695e-4,7.434e-4,3.917e-4,4.851e-4,3.57e-4,4.841e-4,3.467e-4,3.428e-4,1.95e-4,0,2.828e-4,8.45e-5,1.295e-4,1.103e-4,1.293e-4,NA,2.01375e-4,2.1945e-4,2.46e-4,1.1960000000000001e-4,8.195e-5,8.595e-5,1.7422500000000002e-4,3.5922499999999996e-4,4.9765e-4,4.18225e-4,2.0515e-4,1.1339999999999999e-4,2.2684999999999998e-4,4.9765e-4,0,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cackling/Canada Goose,0.0016198,0.0019012,0.0013496,0.0022828,0.0019029,0.0020203,0.0015325,0.0010055,0.001053,0.001203,0.0012162,9.512e-4,8.214e-4,9.382e-4,0.0010071,6.526e-4,5.498e-4,3.19e-4,2.844e-4,3.169e-4,4.42e-5,0,4.84e-5,0,0,0,0,2.28e-5,1.808e-4,1.556e-4,1.814e-4,1.032e-4,3.309e-4,5.576e-4,5.055e-4,0.0011995,0.0013643,0.0013387,0.0020748,0.0027239,0.0034276,0.0023399,0.0022534,0.0028279,0.0027456,0.0016839,0.001507,0.0017592,NA,0.0017883500000000002,0.0016153,0.00110585,8.54825e-4,3.67525e-4,2.315e-5,5.7e-6,1.5525e-4,6.48375e-4,0.001875425,0.0027121999999999997,0.001923925,0.00108965625,0.0027121999999999997,6,Rare,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Branta sp.,0,0,0,0,0,0,0,3.24e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,8.1e-6,0,0,0,0,0,0,0,0,0,0,6.75e-7,8.1e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mute Swan,0.0062446,0.0067296,0.0060731,0.006662,0.0059057,0.0064648,0.0044383,0.004898,0.0052359,0.0046916,0.004839,0.0045976,0.0056322,0.0050709,0.0046789,0.0047544,0.0047206,0.0040764,0.0037382,0.0031843,0.0035388,0.0034243,0.003047,0.0022828,0.0028238,0.0027858,0.0031606,0.0040374,0.004459,0.0044818,0.0052918,0.0048297,0.0044393,0.0041085,0.0045496,0.0057529,0.0059728,0.0058012,0.0051179,0.0066363,0.0044901,0.0058824,0.0055585,0.0048427,0.0045197,0.0039722,0.0046681,0.0051222,NA,0.006427325,0.0054267,0.0048410250000000005,0.0050341,0.003929875,0.0030732249999999997,0.0032019,0.004765575,0.004712575,0.00588205,0.005193425,0.00457055,0.004754860416666667,0.006427325,12,Rare,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Black Swan,0,0,0,0,0,0,0,0,0,0,0,0,2.35e-5,0,0,0,0,0,0,3.02e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5.875e-6,7.55e-6,0,0,0,0,0,0,0,1.1187499999999999e-6,7.55e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trumpeter Swan,0.0894899,0.0879983,0.0803959,0.0815514,0.0751665,0.0658873,0.0586339,0.0673716,0.0685056,0.0726294,0.0735949,0.0521059,0.0357176,0.0262482,0.0205829,0.0133155,0.0110717,0.0127608,0.0080655,0.0079986,0.0088028,0.0088022,0.0081737,0.0069708,0.0062227,0.005931,0.0057579,0.0053832,0.0074418,0.0072829,0.0067735,0.0068318,0.008079,0.0079822,0.0081477,0.0104776,0.0119455,0.013536,0.0215783,0.0527189,0.0747215,0.0951251,0.1032825,0.0988335,0.0919574,0.0825526,0.0847975,0.0832493,NA,0.084858875,0.066764825,0.06670895,0.02396605,0.00997415,0.008187375,0.0058237,0.0070825,0.008671625,0.024944675,0.09299065000000001,0.0856392,0.040467714583333335,0.09299065000000001,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mute x Trumpeter Swan (hybrid),2.113e-4,9.05e-5,1.285e-4,4.66e-5,1.64e-4,1.886e-4,1.194e-4,1.297e-4,1.755e-4,6.01e-5,5.18e-5,1.76e-5,4.69e-5,8.94e-5,2.1e-5,0,0.0015,0,0,0,2.21e-5,0,0,0,0,0,0,0,6.03e-5,2.801e-4,1.21e-4,2.89e-4,1.654e-4,2.641e-4,2.974e-4,2.693e-4,1.213e-4,8.92e-5,6.224e-4,2.971e-4,1.028e-4,4.55e-4,2.629e-4,1.06e-4,1.267e-4,1.295e-4,7.35e-5,7.76e-5,NA,1.1922500000000001e-4,1.50425e-4,7.625e-5,3.9325e-5,3.75e-4,5.525e-6,0,1.8759999999999998e-4,2.4905e-4,2.825e-4,2.31675e-4,1.01825e-4,1.5153333333333332e-4,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tundra Swan,0.0078879,0.0086007,0.0072298,0.0061728,0.0051183,0.0046601,0.0046573,0.0060008,0.0054114,0.0071276,0.0103768,0.0121898,0.0095278,0.0070144,0.0050775,0.0029987,0.0022371,0.0019496,0.0020113,0.0013281,9.732e-4,7.584e-4,4.353e-4,2.038e-4,2.615e-4,1.797e-4,2.191e-4,2.737e-4,6.93e-4,5.602e-4,5.141e-4,3.715e-4,7.169e-4,5.576e-4,9.516e-4,7.834e-4,0.0020313,0.0025882,0.006017,0.0139659,0.019126,0.0234319,0.0208818,0.0190173,0.0116161,0.0111394,0.0085643,0.0084853,NA,0.0074728,0.005109125,0.0087764,0.0061546,0.001881525,5.92675e-4,2.335e-4,5.346999999999999e-4,7.52375e-4,0.0061506,0.02061425,0.009951275,0.00568531875,0.02061425,8,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Trumpeter/Tundra Swan,0.0020659,0.0020521,0.0015424,0.0018868,0.0016077,0.001697,0.0016519,0.0021408,0.0023986,0.0033382,0.0041404,0.004668,0.0040834,0.0046241,0.0026227,0.0013518,0.0010806,0.0015242,0.0010361,7.999e-4,3.096e-4,1.379e-4,1.935e-4,1.631e-4,2.615e-4,1.797e-4,6.26e-5,1.141e-4,1.506e-4,1.245e-4,2.117e-4,1.651e-4,3.309e-4,3.228e-4,5.055e-4,0.0013464,0.0017585,6.247e-4,0.0030431,0.0029962,0.0048329,0.0060773,0.0060092,0.0042418,0.0026611,0.0032382,0.0022422,0.0022507,NA,0.0018868,0.00177435,0.0036363,0.0031705,0.0011102,2.01025e-4,1.54475e-4,1.62975e-4,6.264e-4,0.002105625,0.0052903,0.00259805,0.0018930833333333334,0.0052903,8,Rare,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Whooper Swan,7.04e-5,9.05e-5,0,0,0,0,0,0,0,0,0.0013715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.629e-4,0.0010958,8.87e-4,6.908e-4,3.68e-5,2.328e-4,NA,4.0225e-5,0,3.42875e-4,0,0,0,0,0,0,0,3.39675e-4,4.6185e-4,9.871875e-5,4.6185e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
swan sp.,4.226e-4,5.432e-4,5.784e-4,4.659e-4,6.562e-4,4.579e-4,5.573e-4,3.244e-4,5.558e-4,0.0010225,8.798e-4,8.631e-4,5.163e-4,4.021e-4,3.357e-4,1.554e-4,2.654e-4,3.722e-4,1.828e-4,1.056e-4,1.106e-4,1.839e-4,2.176e-4,6.11e-5,7.84e-5,5.99e-5,6.26e-5,0.0015,3.01e-5,6.22e-5,1.21e-4,1.238e-4,2.76e-5,0,1.189e-4,7.34e-5,1.516e-4,2.975e-4,2.766e-4,9.905e-4,0.0015081,0.001235,0.0010516,8.837e-4,8.87e-4,8.635e-4,8.086e-4,6.985e-4,NA,5.02525e-4,4.989500000000001e-4,8.303e-4,3.52375e-4,2.315e-4,1.4330000000000001e-4,4.25225e-4,8.4275e-5,5.4975e-5,4.2905000000000005e-4,0.0011696,8.144000000000001e-4,4.6137291666666666e-4,0.0011696,1,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
goose sp.,2.113e-4,1.509e-4,2.249e-4,6.99e-5,1.64e-4,1.347e-4,1.393e-4,6.49e-5,8.78e-5,2.406e-4,2.59e-5,2.995e-4,3.52e-4,9.159e-4,0.002308,0.0023461,0.0012323,4.254e-4,2.844e-4,1.811e-4,8.85e-5,9.19e-5,1.451e-4,1.019e-4,5.23e-5,3e-5,9.39e-5,4.56e-5,1.205e-4,9.34e-5,3.02e-5,2.683e-4,2.482e-4,2.935e-4,8.624e-4,0.0015667,0.0011218,0.00119,0.0015215,0.0013372,6.512e-4,7.475e-4,4.882e-4,3.888e-4,2.534e-4,1.295e-4,2.573e-4,2.07e-4,NA,1.6425e-4,1.25725e-4,1.6345000000000002e-4,0.0014805,5.308e-4,1.0685e-4,5.545e-5,1.281e-4,7.427e-4,0.001292625,5.68925e-4,2.118e-4,4.6426458333333334e-4,0.0014805,2,Very rare,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Egyptian Goose,0,0,0,0,0,0,0,0,0,3.01e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7.525e-6,0,0,0,0,3.75e-4,0,0,0,0,3.187708333333334e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ruddy Shelduck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-5,0,0,0,0,0,0,0,0,0,2.06e-5,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,NA,0,0,0,0,0,1.15e-5,0,5.15e-6,0,0,3.75e-4,0,3.26375e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Muscovy Duck,3.287e-4,2.112e-4,1.285e-4,2.329e-4,3.281e-4,1.616e-4,7.96e-5,2.271e-4,8.78e-5,1.804e-4,5.18e-5,3.52e-5,1.643e-4,6.7e-5,1.049e-4,2.02e-4,3.792e-4,2.836e-4,2.235e-4,1.207e-4,1.106e-4,6.89e-5,0.0015,8.15e-5,5.23e-5,1.198e-4,3.13e-5,1.597e-4,6.03e-5,6.22e-5,1.21e-4,1.238e-4,5.51e-5,1.467e-4,5.95e-5,9.79e-5,1.516e-4,2.97e-5,3.112e-4,4.21e-4,2.057e-4,1.95e-4,1.878e-4,4.595e-4,1.69e-4,1.295e-4,1.47e-4,4.657e-4,NA,2.2532500000000002e-4,1.991e-4,8.88e-5,1.3455e-4,2.5175e-4,4.4025e-4,9.0775e-5,9.1825e-5,8.98e-5,2.2837499999999998e-4,2.62e-4,2.278e-4,1.9419583333333334e-4,4.4025e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ringed Teal,2.35e-5,0,3.21e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59e-5,NA,1.3899999999999999e-5,0,0,0,0,0,0,5.15e-6,0,0,0,6.475e-6,2.1270833333333332e-6,1.3899999999999999e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wood Duck,0.041247,0.0453572,0.0439575,0.044491,0.0470816,0.0435029,0.0412786,0.0532291,0.0546699,0.0555472,0.0621571,0.0756399,0.0801417,0.0813805,0.0869264,0.0841814,0.0845167,0.0861705,0.0828898,0.0830491,0.073585,0.0680502,0.0626572,0.0580286,0.0563181,0.0589504,0.0600513,0.063937,0.077521,0.0839402,0.0854551,0.0913725,0.0834643,0.0827855,0.0816855,0.0786066,0.0720371,0.0650919,0.0580953,0.0567799,0.0507969,0.0526812,0.0474724,0.0456698,0.0427051,0.0400242,0.0347717,0.0381063,NA,0.043763175,0.046273049999999996,0.062003525,0.0831575,0.084156525,0.06558025,0.0598142,0.0845722,0.081635475,0.06300105,0.049155075,0.038901825,0.06350115416666667,0.0845722,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mandarin Duck,7.043e-4,7.544e-4,6.427e-4,9.783e-4,0.0010171,9.967e-4,4.578e-4,5.514e-4,8.19e-4,8.421e-4,6.469e-4,5.461e-4,4.459e-4,3.127e-4,3.567e-4,4.195e-4,3.033e-4,3.367e-4,4.063e-4,6.942e-4,6.414e-4,3.677e-4,3.869e-4,2.242e-4,2.615e-4,2.097e-4,2.816e-4,0.00050180000000000005,2.109e-4,1.556e-4,3.629e-4,3.096e-4,3.585e-4,3.522e-4,2.676e-4,6.365e-4,8.186e-4,8.33e-4,0.0011066,8.914e-4,5.484e-4,7.475e-4,8.638e-4,0.0012018,9.293e-4,8.635e-4,9.189e-4,9.313e-4,NA,7.699250000000001e-4,7.5575e-4,7.13525e-4,3.837e-4,4.3512499999999996e-4,4.0505e-4,3.1365e-4,2.5975e-4,4.037e-4,9.124e-4,8.40375e-4,9.1075e-4,5.91975e-4,9.124e-4,0,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wood x Mandarin Duck (hybrid),2.35e-5,0,0,0,3.28e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5.875e-6,8.2e-6,0,0,0,0,0,0,0,0,0,0,1.1729166666666665e-6,8.2e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Baikal Teal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53e-5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,8.825e-6,0,7.354166666666666e-7,8.825e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Garganey,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23e-5,0,0,0,0,0.0015,1.51e-5,2.21e-5,6.89e-5,0,2.038e-4,2.61e-5,0,0,0,0,0,0,0,0,0.0015,1.487e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5.575e-6,3.7877500000000003e-4,7.37e-5,6.525e-6,0,4.1217500000000003e-4,0,0,0,7.306250000000001e-5,4.1217500000000003e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blue-winged Teal,0,1.811e-4,6.43e-5,2.562e-4,3.28e-5,0,0,0,5.85e-5,6.01e-5,1.035e-4,1.762e-4,8.448e-4,9.829e-4,0.0022031,0.0102547,0.0305231,0.0634493,0.0800049,0.0773143,0.0473758,0.0359211,0.0282453,0.0211161,0.0175962,0.0134196,0.0117349,0.0130018,0.0160284,0.0207283,0.0238887,0.0236739,0.0217277,0.0189283,0.0183473,0.014933,0.0103083,0.0056524,0.0041497,0.0023277,9.597e-4,1.625e-4,3.005e-4,1.06e-4,1.69e-4,0,7.35e-5,0,NA,1.254e-4,8.2e-6,9.9575e-5,0.003571375,0.0628229,0.033164575,0.013938124999999999,0.021079825,0.018484075,0.005609525,3.82175e-4,6.0624999999999996e-5,0.013278864583333334,0.0628229,7,Uncommon,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Cinnamon Teal,1.409e-4,1.207e-4,1.928e-4,3.96e-4,1.969e-4,1.616e-4,3.98e-5,1.946e-4,1.755e-4,3.91e-4,8.022e-4,0.0014621,0.0045058,0.0111024,0.0230377,0.0422616,0.055188,0.0665509,0.0630612,0.0528961,0.0350563,0.025763,0.0210389,0.0140842,0.0097263,0.0080578,0.0076981,0.0099909,0.0118406,0.0135076,0.014303,0.0130031,0.0110293,0.0086571,0.0062149,0.0049695,0.00285,0.0019635,0.0015561,9.41e-4,6.17e-4,2.925e-4,1.127e-4,3.53e-5,1.69e-4,4.32e-5,7.35e-5,1.811e-4,NA,2.126e-4,1.4822499999999998e-4,7.077e-4,0.020226875000000002,0.05942405,0.0239856,0.008868275,0.013163575,0.0077177,0.00182765,2.64375e-4,1.167e-4,0.011388610416666667,0.05942405,7,Uncommon,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
